store_id,amount
0,2137285.714285715
1,272166.6666666666
2,1244690.4761904764
4,2585964.285714285
5,1057126.190476191
6,6179321.428571433
7,951914.2857142859
8,3688590.4761904785
9,1909238.0952380945
10,1773809.5238095233
11,1320673.80952381
12,1399232.3809523808
13,2556990.4761904757
14,12918166.66666666
15,2636569.047619047
16,981214.2857142858
17,818347.6190476199
18,1148414.285714285
19,4211042.857142859
20,4699980.0
22,770623.8095238095
23,1885928.5714285714
24,4784215.476190472
25,419809.5238095239
26,1060380.952380953
27,5613972.857142853
28,3399259.523809522
29,2712220.2380952383
30,905511.9047619044
31,2172154.761904762
32,394211.9047619048
33,3374200.000000001
34,2645721.428571429
35,2735458.523809524
36,12933234.047619052
37,4875511.904761903
38,1097505.9523809524
40,2035026.1904761894
41,6598238.095238094
42,978130.9523809531
43,1366452.3809523806
45,1151476.1904761903
46,14225719.595238086
47,3365166.6666666665
48,2719178.5714285774
49,408823.57142857154
50,4629654.761904761
51,2603881.809523803
52,901011.9047619049
53,1372077.1428571423
54,4498948.809523809
55,1769787.5
57,25620657.14285714
58,1534169.0476190473
59,9158314.28571428
60,1371154.761904763
61,530465.4761904762
62,17353978.571428567
64,11950657.142857146
66,2819766.666666667
67,752694.0476190477
68,2223757.1428571437
69,92438.09523809497
70,8457452.38095238
71,2755619.0476190485
72,6008809.523809524
73,766666.6666666664
74,111436.90476190459
75,1691833.333333333
76,9694914.285714282
77,1768360.714285714
78,2613809.523809525
79,558635.7142857143
80,1191934.0476190476
81,3414904.7619047645
82,2841785.7142857146
83,5592084.285714285
84,4250142.857142856
85,1087666.6666666667
86,17864880.952380948
87,1536123.8095238102
88,2182833.333333334
89,2422911.904761908
90,4532773.809523812
91,2161392.8571428577
92,4438375.380952382
93,14705442.42857143
94,3238214.285714286
95,8407367.38095238
96,4430654.761904763
97,1827119.0476190457
98,2641417.3809523815
99,2189038.761904762
100,88966.66666666667
101,1657771.42857143
102,1113123.8095238097
103,1131363.5714285707
104,5632771.428571434
105,1238452.380952381
106,235740.47619047615
107,565476.1904761901
108,3576321.4285714263
109,2850430.952380953
110,4357309.523809523
111,379179.2857142855
112,3399030.9523809515
113,11593387.142857132
114,2443214.2857142845
115,2058238.0952380938
116,7838095.238095237
117,2928771.4285714296
118,244711.90476190473
119,24868547.61904763
120,3473333.333333333
121,1463738.0952380951
122,1051921.6666666665
123,596361.9047619047
125,450785.714285714
126,5677853.809523809
127,3639492.8571428554
128,6987214.285714285
129,633190.4761904759
130,3751815.7142857146
131,2294862.761904762
132,3181685.7142857155
133,383802.38095238095
134,692835.7142857144
136,3462238.095238098
137,5222464.285714289
138,298357.14285714284
139,1928500.0000000014
141,5096878.404761904
142,5325369.047619052
143,2210429.047619048
144,521880.9523809521
145,15125988.0952381
146,5807707.142857142
148,537380.9523809525
149,1771498.333333335
150,1429459.5238095238
151,1135880.9523809522
152,4792550.976190476
153,672666.6666666677
154,14997169.047619045
156,4079392.738095239
157,768635.7142857142
159,930690.4761904759
160,987608.3333333337
161,948261.9047619049
162,5964761.904761903
164,7731892.857142856
165,621452.380952381
166,628021.4285714288
167,3512546.428571428
168,982619.0476190476
169,3057021.4285714263
170,1917380.9523809515
171,704523.8095238095
172,3896931.904761907
173,2854047.6190476175
174,458211.90476190485
175,813892.8571428573
176,671735.7142857143
177,1061261.904761905
178,7184564.285714284
179,2539166.666666666
180,7477559.523809522
181,2844735.714285716
182,6164050.000000002
183,6129519.761904761
184,2245166.666666666
185,3473858.500000001
186,745690.476190476
187,1277142.8571428577
188,2082024.5238095229
189,3331361.904761904
190,16340857.142857144
192,1544738.0952380963
193,853638.0952380956
194,4370238.095238096
195,4474680.9523809515
196,4680822.857142858
197,1519904.7619047624
198,11385452.380952386
199,1702892.8571428582
200,8945880.952380951
201,1888273.8095238092
202,1097740.476190476
203,658519.0476190475
204,4760952.3809523815
205,2881023.809523808
206,3315321.428571428
207,4144654.761904762
208,3618857.1428571446
209,2758161.9047619035
210,3127273.8095238092
211,1062928.5714285711
212,711119.0476190476
213,6097130.952380951
214,369314.28571428586
215,662630.9523809523
216,5685454.761904762
217,1971878.5714285723
218,1562095.2380952383
219,4785428.571428573
221,5347547.761904762
222,1977119.0476190494
223,2722428.57142857
224,793457.1428571428
225,2973786.3095238134
226,3090969.0476190504
227,1079761.9047619044
228,915654.7619047617
