store_id,amount
0,2004497.3130589034
1,288643.2640480678
2,1247820.483324158
4,2660956.697725359
5,972093.6126748198
6,6508108.317184415
7,699601.0829359398
8,3662964.3657818986
9,1585314.0428587236
10,1736354.6250275644
11,1371567.8162013956
12,1395168.844746434
13,2462349.441328708
14,12562021.141109081
15,2638599.282404532
16,864944.7941766866
17,764889.5269852628
18,1009842.6196091624
19,4223711.661275114
20,5130199.563353054
22,684169.0363324843
23,1877821.590598791
24,4424500.460825709
25,468931.56568640587
26,1014101.0232140906
27,5281090.280480333
28,3624159.4127969136
29,2688495.222001167
30,798859.5744751345
31,1945628.497615072
32,350529.6910638174
33,3223155.186163053
34,2040772.390303469
35,2301743.4068507077
36,9970457.079034897
37,4615585.605815681
38,1053880.044677751
40,1724072.8984296445
41,6186688.402316198
42,1193454.1491614757
43,1403381.3733385527
45,892727.5360184008
46,13347739.881692633
47,3131076.452001986
48,2728463.2681316864
49,269537.89738782786
50,3899011.222164543
51,2796306.827325713
52,755855.7760461972
53,904468.9448366154
54,4181023.0001414195
55,1691308.9366092351
57,25512839.751564737
58,1545938.3692649298
59,9683560.500036972
60,1066924.7135008436
61,403194.1912126426
62,18584186.383479588
64,13306432.337691057
66,2675499.7175506316
67,802268.0941449503
68,2301164.4067934565
69,82721.84646451967
70,7474584.099734213
71,2342011.8781939317
72,5184047.636189734
73,599890.2953410004
74,180267.64456271383
75,1510284.85866648
76,11257717.376857227
77,1629895.3024085078
78,2526656.965073983
79,637261.2665433178
80,1154072.795503714
81,3443153.3918523667
82,2564812.1328062424
83,4922479.818406128
84,3861182.5843822565
85,950006.0248152097
86,21296236.614716116
87,1640380.7718361276
88,1806163.805954175
89,2492212.0084262313
90,3884502.618451482
91,2058536.4546415922
92,3705421.4151027296
93,14634528.153681401
94,3362038.687239246
95,8872857.373918397
96,3566349.0857936307
97,1247487.6189819712
98,2622683.8146565347
99,1829397.304349842
100,136589.27851260986
101,1624324.6880504466
102,1106573.4629420156
103,974339.7015965534
104,5823303.232005872
105,1315673.618481687
106,258924.06130915947
107,613968.0871737034
108,3722546.577421679
109,2941983.8827988897
110,4350301.81706987
111,246458.50239243387
112,3943988.2775529837
113,10007764.405723589
114,2769927.949427452
115,1631978.4267431693
116,4629830.518803177
117,2865030.546889611
118,334643.49409301195
119,26841862.208866045
120,3364658.385726723
121,1232098.8757978505
122,960106.605772579
123,479732.80345374206
125,408643.7306514609
126,6379589.138727218
127,3682119.0274497448
128,6986956.473723218
129,678473.3789925087
130,3558069.363729178
131,1436732.5765395802
132,3176104.6542614345
133,348292.5874462809
134,626242.9221700138
136,3504494.9871477615
137,5393271.428419106
138,307160.51878341136
139,2109830.166412052
141,5362019.058811609
142,5268811.291093409
143,2009306.7111109835
144,584041.4899745567
145,14968322.97816402
146,6318260.808415202
148,513900.75340602687
149,1799246.7223937074
150,2193338.8498547073
151,878382.8954854641
152,4885451.453563742
153,413340.1311445716
154,15483312.441221543
156,2937068.5720462305
157,742904.1433351592
159,819446.1992859211
160,1146549.6552681362
161,994656.0766646706
162,3640775.3600991033
164,7479669.613840839
165,698078.1806774095
166,580231.2022281617
167,2226687.7943661367
168,763088.3420978361
169,2932591.3612019205
170,1793711.484243773
171,573875.4163244698
172,3444582.7032462233
173,3371579.927599608
174,357214.99527291104
175,724804.7735437809
176,598650.8039453508
177,1047735.7808694555
178,6842916.700166822
179,2576923.5632553417
180,7565600.084340269
181,2771052.8997032605
182,6450074.297125271
183,6492910.053171448
184,2014570.6240560552
185,3188638.820256673
186,601758.4342080208
187,1262264.0385847855
188,1646459.4202775024
189,3080814.188541699
190,17838769.010544673
192,1370011.6278616982
193,856687.6157555999
194,3002284.7613529386
195,3916373.7852770863
196,3962207.8860196574
197,1350317.0116655254
198,12482920.503054257
199,1402754.4706469534
200,8656778.453701498
201,1494727.6863403653
202,1102017.0264056153
203,607443.4738043481
204,4753840.50357952
205,2994103.4022387126
206,3631344.3045695154
207,4166594.014016873
208,3520095.391791183
209,2706484.887029612
210,3084989.3434511153
211,676910.550038011
212,632616.2625686371
213,5822265.745819263
214,279641.96017087525
215,567606.434463169
216,5247678.192056022
217,1836842.2940683537
218,1562737.1555096493
219,4629722.6053207815
221,3932990.1492534927
222,1886089.2018158971
223,2479902.905292155
224,1285561.0032103586
225,3131415.953910097
226,3502475.8957510367
227,1038549.1668980431
228,1102397.14570655
229,5481082.886324947
230,957184.0597850455
231,2183295.3941438394
232,1255361.6926534688
233,823162.652194724
234,1220122.2574384827
235,690536.1807842044
236,1729061.540512056
237,1539164.062436597
238,2552706.8420222504
239,15409924.271215066
240,861400.199220289
241,2880417.645699596
243,6816549.041356405
245,1255299.4443057086
246,9030482.996151201
247,10274864.760442112
248,1945668.0719943729
249,2903064.818269464
