store_id,amount
0,2146657.1428571446
1,275300.00000000023
2,1168057.142857143
4,2583485.7142857155
5,1011560.0000000002
6,6359885.714285718
7,901037.1428571427
8,3692488.571428574
9,1986914.2857142854
10,1752257.1428571425
11,1394474.285714286
12,1505925.9999999998
13,2513305.714285715
14,12852447.428571424
15,2649554.2857142836
16,936314.2857142861
17,800757.1428571432
18,1010982.8571428566
19,4133737.1428571446
20,4902988.285714285
22,764048.5714285711
23,1960114.2857142845
24,4444824.285714282
25,398857.142857143
26,1026642.8571428576
27,5598553.428571429
28,3543551.4285714272
29,2748185.7142857155
30,916951.4285714285
31,2084614.2857142854
32,339832.2857142857
33,3495942.8571428577
34,2373777.1428571437
35,2695207.342857143
36,11954469.999999998
37,4952557.142857143
38,1040200.0000000007
40,2070860.000000002
41,6632314.285714288
42,942414.2857142859
43,1379097.1428571423
45,1024457.1428571423
46,14693269.885714287
47,3326457.142857143
48,2690585.7142857183
49,410868.2857142858
50,4428857.142857144
51,2581714.799999994
52,932157.1428571431
53,1258134.2857142857
54,4586874.2857142845
55,1824116.4285714289
57,26117588.571428563
58,1587888.5714285714
59,9419377.14285714
60,1419385.714285716
61,516112.8571428573
62,16961882.857142843
64,12192371.428571433
66,2916477.142857142
67,729704.2857142859
68,2222680.0000000005
69,96259.99999999981
70,8157942.857142853
71,2868285.714285715
72,5568285.714285714
73,724657.1428571427
74,123438.57142857116
75,1665485.7142857139
76,10032114.285714291
77,1791774.9428571425
78,2609428.571428572
79,547220.0
80,1213985.142857143
81,3631200.000000005
82,2761428.5714285704
83,5548827.428571432
84,4442271.428571428
85,1079942.8571428575
86,18588428.571428567
87,1609237.1428571432
88,2151942.8571428573
89,2476520.0000000037
90,4526971.428571431
91,2111328.5714285714
92,4307850.457142855
93,15277119.942857148
94,3256857.1428571423
95,8634413.71428571
96,4275785.714285715
97,1481457.1428571409
98,2629586.5714285714
99,2168584.7999999993
100,53968.57142857155
101,1561462.857142858
102,1116202.8571428568
103,1113939.1428571425
104,5557125.714285721
105,1249285.7142857134
106,260282.85714285704
107,533257.142857143
108,3634414.285714287
109,2961228.571428571
110,4249800.000000001
111,296072.00000000006
112,3446300.000000002
113,11512470.85714285
114,2724542.857142857
115,2103714.2857142845
116,6385285.714285714
117,2859954.285714287
118,239102.85714285733
119,23897257.142857164
120,3526714.285714286
121,1447285.714285714
122,997103.1428571439
123,553054.285714286
125,452142.85714285716
126,6385298.857142856
127,3597762.8571428573
128,6949514.285714285
129,605514.2857142861
130,3597884.5714285728
131,2269069.6000000015
132,3079042.8571428563
133,391219.9999999999
134,675202.857142857
136,3514885.7142857173
137,5392242.857142866
138,317171.42857142846
139,1970914.2857142864
141,5536964.742857142
142,5440842.857142858
143,2179028.8571428577
144,521285.7142857139
145,14758242.857142849
146,5852845.714285712
148,540485.7142857147
149,1746892.2857142854
150,1564265.7142857139
151,1137685.7142857143
152,4913716.971428573
153,583671.4285714286
154,15429360.0
156,3678851.1428571427
157,788548.5714285714
159,843657.1428571427
160,872914.2857142861
161,965385.7142857134
162,5181482.8571428545
164,7448499.999999999
165,589085.7142857146
166,705542.8571428572
167,3204265.7142857136
168,1020057.1428571428
169,2978198.571428569
170,1767399.999999999
171,747085.7142857141
172,4015659.1428571427
173,3001257.142857142
174,433757.142857143
175,828657.1428571428
176,667711.4285714285
177,1060399.9999999988
178,7093614.285714284
179,2490771.428571427
180,7579114.285714283
181,2958788.5714285728
182,6040791.428571427
183,5931709.428571429
184,2110314.2857142854
185,3590040.7428571424
186,675971.4285714303
187,1242571.4285714289
188,2073972.2857142861
189,3342365.714285712
190,16715028.571428569
192,1529142.8571428582
193,836094.2857142859
194,4047371.428571428
195,4568045.714285713
196,4702179.428571432
197,1446660.0000000007
198,11851542.857142854
199,1721514.2857142854
200,9205399.999999996
201,1820214.285714285
202,1100174.2857142854
203,620994.2857142853
204,4705285.714285715
205,2851514.285714284
206,3458914.2857142864
207,4134328.571428572
208,3511928.5714285686
209,2826477.1428571423
210,3184914.285714287
211,1077999.9999999998
212,704914.2857142853
213,6164814.285714285
214,353379.9999999999
215,651914.2857142852
216,6229517.142857142
217,1912217.1428571427
218,1641857.1428571425
219,4962771.428571431
221,5499835.742857141
222,1994200.0000000019
223,2540771.4285714263
224,798434.2857142859
225,2963171.428571431
226,3168745.7142857127
227,1044285.7142857136
228,957928.5714285715
229,5303864.171428571
230,899860.0000000007
231,2564694.2857142873
232,1703515.314285715
233,1207771.4285714286
234,1379957.1428571432
235,716799.9999999998
236,1697684.2857142854
237,1567685.714285714
238,2224485.7142857155
239,15058851.428571425
240,737147.4285714284
241,2769996.1714285733
243,6538491.9142857175
245,1432005.7142857134
246,10197600.000000002
247,10254111.428571433
248,1919728.5714285716
249,2901033.37142857
250,3854930.2857142845
251,320571.4285714284
252,1829514.2857142868
253,5933303.714285714
254,1457257.1428571434
255,806800.0000000002
256,3722371.428571427
257,1692659.4285714293
258,694285.7142857143
259,13321522.857142858
260,845865.7142857141
262,2379285.7142857155
264,6052419.999999999
265,169771.42857142875
266,1483068.5714285711
267,1964357.1428571437
268,1280599.9999999995
269,859514.285714285
270,8682571.42857143
271,7014838.000000002
272,1871986.2857142838
273,805314.2857142857
274,476057.14285714325
275,5695274.285714287
276,859524.2857142866
277,457659.9999999997
278,2025271.42857143
279,339065.7142857143
280,4224414.285714285
281,3114402.8571428577
282,3885857.142857143
283,3718842.8571428545
284,9375357.142857142
285,1859914.2857142854
286,8429111.428571433
287,793342.8571428573
288,2367792.1142857145
289,1153729.1428571441
290,3830771.9999999995
291,1018257.1428571433
293,6167585.714285721
294,3126200.0
295,8003637.142857139
296,2408015.7142857136
298,16967585.714285705
299,2277936.457142859
300,10270385.714285713
301,3838011.428571429
302,4494837.142857144
303,4451428.571428571
304,9746347.771428574
305,1964314.285714286
306,2864642.857142858
307,1559652.1428571437
308,4114311.4285714272
309,1107971.4285714286
310,690885.7142857143
311,5416500.0
312,1733272.9714285699
313,1094285.714285715
314,5022048.857142856
315,4225428.571428571
316,2944171.4285714277
317,6778874.285714286
318,2009999.9999999998
319,590599.9999999998
320,4439514.285714281
321,1257771.4285714286
322,691199.9999999999
323,9040189.057142857
324,1338611.0571428572
325,8667257.142857138
326,259351.65714285715
328,1687723.7142857122
329,2023431.4285714277
330,1225285.7142857143
331,2092514.2857142836
332,1971857.1428571425
333,2895628.5714285714
334,2126628.571428572
335,9655208.485714287
336,4006828.5714285704
338,3543057.1428571404
339,2656928.571428572
340,357400.00000000023
341,1230296.1142857142
342,363528.57142857194
343,173314.28571428574
344,211114.28571428562
345,2255900.000000001
347,735285.7142857139
348,3520971.428571427
350,2803977.714285713
351,16163667.114285722
352,1093857.1428571423
353,1367757.1428571432
354,10309864.285714287
355,1982857.142857143
356,5555561.428571431
357,6133117.1428571455
358,11282771.428571431
359,712742.8571428569
360,994571.4285714286
362,1553635.4285714282
363,1232028.5714285728
364,1148308.2857142854
365,1727628.5714285714
366,1414014.2857142866
367,591071.4285714284
368,906154.2857142863
369,1221171.4285714286
370,1966285.7142857146
371,3960085.7142857146
372,4461137.142857144
373,772900.0000000005
374,950543.0857142848
375,963542.8571428569
377,1696285.7142857134
378,307285.71428571426
379,990142.8571428568
380,348514.28571428556
381,1972942.8571428575
382,4848500.000000003
383,3271574.2857142854
384,4521742.857142855
385,3266170.8571428554
386,1254714.2857142854
387,1664771.4285714289
388,2542042.857142858
389,9091591.714285716
390,6940808.571428576
391,3299214.2857142845
392,894028.5714285721
393,1078859.9999999998
394,1058775.142857143
395,1113254.2857142861
396,1172257.1428571427
397,1009285.7142857142
398,4594400.0
399,602685.7142857144
400,6674272.999999996
401,1780342.8571428575
402,468105.71428571455
404,1265657.1428571434
405,1555085.7142857136
406,7163605.714285715
407,17627539.999999993
408,1779648.5714285716
409,3589110.571428572
410,33568571.42857143
411,1412277.1428571423
412,113942.85714285716
413,2626680.000000001
414,6100342.8571428545
415,2793098.5714285728
416,6970348.571428569
417,2829557.1428571423
418,3604034.2857142827
419,5415114.285714284
421,905428.5714285709
422,3231485.7142857164
423,562057.1428571426
425,6466727.142857143
426,1623057.1428571418
427,791599.9999999998
429,4434642.85714286
430,5989481.428571433
431,919914.285714286
433,2335157.1428571427
434,652971.4285714288
435,1537165.714285715
436,2213474.2857142854
437,373971.4285714278
438,4279692.0
439,391914.2857142858
440,1135648.5714285714
441,326085.7142857145
442,4616052.85714286
443,173705.7142857143
444,1620257.1428571423
445,495228.571428571
446,3709742.8571428545
447,1941512.8571428568
448,790727.4285714283
449,8844839.542857144
450,1448814.285714286
451,14922677.142857142
452,1903000.0000000007
454,1497442.8571428575
455,684328.5714285712
456,3735625.7142857146
458,491471.4285714286
459,2086800.0000000005
460,6690171.628571427
461,3366242.857142857
462,1078200.0000000002
463,1179372.3714285712
464,6968457.142857134
465,315000.00000000047
466,2819371.4285714305
467,5339599.999999999
468,1892442.8571428563
469,19127101.428571433
470,9191597.142857142
471,4018176.571428571
472,273585.7142857119
473,10551294.285714287
474,1595542.8571428577
475,2452928.57142857
476,3522315.7142857118
477,1995351.4285714284
478,544322.8571428569
479,224608.57142857133
480,264485.7142857143
481,7052252.57142857
483,2272485.714285713
484,679691.4285714282
485,1113728.571428572
486,889028.5714285721
487,624971.4285714286
488,2220297.1428571427
490,2264685.7142857155
491,1022594.2857142864
492,4075134.285714283
493,3448502.8571428577
494,1811857.142857143
495,1675257.1428571425
496,3027217.142857142
497,739399.9999999998
498,1170722.8571428573
499,5414114.285714286
500,723085.7142857146
501,4061534.2857142864
502,1863457.1428571425
503,791328.5714285716
504,2983342.857142862
505,4926914.285714287
506,2815100.000000001
507,2103024.2857142845
508,2221299.9999999986
509,4157165.7142857173
510,123614.85714285719
511,2333891.4285714296
512,7042022.285714287
513,12156942.285714282
514,285614.28571428545
515,94711.42857142861
516,477371.4285714285
517,2160142.8571428573
518,1444934.285714285
519,1412428.571428571
520,1003371.4285714279
521,1356817.1428571423
522,897428.5714285714
523,1764859.9999999995
524,1591882.8571428566
525,5229071.428571428
526,9588827.142857138
527,2657771.4285714272
528,954940.0000000009
529,5852300.000000006
530,2613600.000000001
531,2219828.5714285728
532,1063428.5714285711
533,1945960.000000001
534,4944714.285714285
535,3381799.9999999986
536,1290811.7142857146
537,1982571.428571429
538,148111416.74285707
540,2082571.4285714286
541,3504500.8000000026
542,3299107.1428571427
543,559549.9999999998
544,4654357.1428571455
545,460345.7142857144
546,3572645.7142857136
547,3374979.9999999977
548,2459557.9142857157
549,959287.1428571427
550,8306857.142857144
551,1620714.2857142864
552,665285.7142857142
553,2958599.9999999977
554,301100.0000000001
555,10411142.857142856
556,2589371.42857143
557,5312528.571428571
558,7334817.142857144
559,304558.5714285714
560,3371492.8571428573
561,3750885.7142857146
562,319285.7142857142
563,3117771.428571428
564,2443814.2857142836
565,9894004.285714287
566,3939228.571428571
567,6976663.142857143
568,24176779.999999993
570,6092928.571428571
571,4195085.7142857155
572,12355885.714285716
573,4464217.14285714
574,2213422.857142859
575,612157.142857143
576,1395857.1428571425
577,3821077.1428571385
578,2491374.285714286
579,5724371.428571428
580,1890571.4285714277
581,1204871.4285714286
582,2555542.857142861
583,1284614.285714286
584,1363465.7142857143
585,1569942.8571428568
586,4607617.1428571455
587,3504485.7142857155
588,27565.71428571431
589,2922457.142857141
590,3998071.428571429
591,456662.85714285704
592,3069039.999999999
593,4960792.857142854
594,1861064.5714285711
595,4199177.142857138
596,2401451.428571428
597,1506314.2857142887
598,2455295.571428572
599,109361.42857142871
600,3997814.2857142836
601,1964314.285714284
602,5865823.142857143
603,19992717.14285714
604,1519071.4285714275
605,1297785.7142857136
607,3604171.4285714272
608,476955.14285714267
609,4597399.999999998
611,4741462.857142856
612,5597671.428571429
613,3040004.0000000005
614,2773971.714285714
615,11476435.285714291
616,2668994.2857142836
617,10241688.571428575
618,1504999.999999999
619,58657.14285714313
620,1986142.8571428577
621,1442828.5714285714
622,2272542.8571428577
624,4516000.000000002
625,1700571.4285714296
626,1098028.5714285718
627,2474900.0000000005
628,2635485.714285714
629,4320257.142857143
630,2679142.8571428545
631,1144408.5714285714
632,364028.57142857136
633,4053322.000000002
635,1905106.5714285716
636,3659599.999999999
637,682799.9999999995
638,7859508.571428578
639,2728531.428571428
640,891085.7142857136
641,8770411.428571427
642,2777142.8571428563
643,2936468.5714285737
644,420257.14285714366
645,2644000.000000001
646,2859728.571428576
647,3663662.8571428554
649,1555171.428571428
650,7849685.428571429
651,13257314.285714287
652,1018345.714285714
653,1823065.2857142845
654,4164897.914285718
655,1422008.5714285707
656,1756366.9142857143
657,2668814.2857142873
658,4749571.42857143
659,2251144.285714285
660,3774551.4285714277
661,1985271.4285714268
662,2085127.42857143
663,10703828.571428575
664,1549548.5714285718
665,759971.4285714289
666,800697.1428571434
667,4591342.85714286
668,2018628.57142857
669,2363142.8571428573
671,6981742.857142861
672,9639777.14285715
673,13888209.142857146
674,3345285.7142857155
675,2061142.8571428608
676,19437285.714285716
677,2991945.7142857127
678,758747.8571428573
679,2257119.7142857127
680,1671514.2857142861
681,1857400.000000002
682,1682400.0000000012
684,3047200.000000001
685,5070471.428571429
686,2087133.9999999995
687,3709571.4285714263
688,4377714.285714286
689,1490485.7142857143
690,2292614.285714286
691,2501200.0000000005
692,2435314.2857142854
