store_id,amount
0,2046583.8288541245
1,294952.0624704845
2,1442396.7017119136
4,2507517.9458658425
5,578860.6502651126
6,7641976.3379779775
7,-110216.43789278879
8,3788406.280457193
9,1602709.67434177
10,1936302.353112867
11,1422494.6632634837
12,2124787.5461299317
13,2565400.955434824
14,13651495.296861112
15,2287544.1528298394
16,253930.54415721082
17,657109.2574605352
18,798070.0238522214
19,4778508.443453398
20,7839684.728617566
22,267565.7751410376
23,1796332.1190051981
24,2197717.371648849
25,586431.3232361414
26,1201964.1961233164
27,4573538.676993786
28,3761166.8162379675
29,2352142.5497672902
30,368224.2564895783
31,1634151.5060412562
32,248522.1092246752
33,3532730.505944337
34,991330.6027269745
35,1320140.0595748178
36,4145474.238942632
37,4866542.1681543905
38,776897.2378037176
40,514786.716189837
41,5677426.428303124
42,1037848.4413414788
43,848133.4018588609
45,588968.4960321203
46,16356223.019282604
47,3326253.79381047
48,2835051.32775448
49,392351.7757075124
50,2312363.801884251
51,2114851.2498374754
52,67695.67776734981
53,-228099.3231938211
54,3911159.3094332716
55,1782865.7907248414
57,31861719.139348634
58,1551154.563413573
59,9223180.442806927
60,1686578.574819658
61,628214.2929429666
62,16049421.249468524
64,16327225.232991464
66,2298719.626322597
67,494176.64707959106
68,2104384.1043596324
69,-288592.8541592062
70,6676526.29658797
71,2534804.684929715
72,4006101.2816720693
73,601545.6460743037
74,48716.75627233192
75,2170081.3945498476
76,13205846.806666348
77,1607020.2359680184
78,2249747.957701143
79,636949.5756291559
80,1220976.8858701703
81,928846.515891785
82,2306314.004518432
83,3898366.3162235157
84,3608278.6756653483
85,992922.4150247014
86,26696943.18817963
87,1839738.215707284
88,1025520.7940930882
89,2647883.761485763
90,3275123.746530671
91,2277348.6244546347
92,2734609.334141916
93,14421042.334228782
94,4257865.121988081
95,9085374.225481981
96,2642569.7503629997
97,199824.39581507898
98,2482169.9460961674
99,1102028.9321864704
100,31233.302680549474
101,765696.2401601027
102,970799.2081749367
103,351936.55304351414
104,4919762.2429047795
105,827374.813176395
106,274754.64364827215
107,621754.2384251178
108,4307406.986577218
109,3315710.0280197025
110,3502510.9702388765
111,415300.06219265866
112,4796902.143821138
113,5601955.371026065
114,2838664.7392580975
115,94724.6522357909
116,-5330232.311894632
117,2696256.4764451366
118,358550.6619101735
119,23829840.59897743
120,3576769.098058006
121,808804.9426068667
122,416640.67810454604
123,324049.0268861326
125,444545.81060852704
126,8741377.0214963
127,2932858.767403567
128,6516416.360386098
129,509822.536497039
130,3094912.936119937
131,2206138.6002441254
132,3027511.3608760107
133,336201.4059732677
134,573586.4676315947
136,3823556.3153153956
