store_id,amount
0,1937720.5209758529
1,291191.82001384755
2,1275686.483320573
4,2678959.2454904513
5,902270.7722173049
6,6708073.591548826
7,539366.5327564105
8,3691814.7095022127
9,1492201.8279819125
10,1767774.798613293
11,1426554.333833028
12,1413705.1901082944
13,2396702.6544112517
14,12537828.92985918
15,2528978.1453841967
16,785167.8613665123
17,751864.9399981602
18,926705.303403154
19,4234451.986181923
20,5480351.898849178
22,650348.6894497622
23,1888928.0370819066
24,3815657.8387594675
25,515269.2270908502
26,1006779.0864682894
27,5077018.9297176115
28,3658963.55872094
29,2667691.8231605706
30,760280.2911855929
31,1841861.4420516244
32,333704.2516090112
33,3209445.50127533
34,1744683.3569465927
35,2095511.772736452
36,8508834.214267889
37,4557993.982948651
38,1006220.5260645505
40,1467832.6633300744
41,6035903.351773356
42,1247011.104585437
43,1390911.4374838732
45,781867.8378357117
46,12931649.596153686
47,3075926.4447740773
48,2730917.205582885
49,230962.9771113964
50,3617831.2770961756
51,2814212.985046462
52,660532.3252288795
53,700779.5440701826
54,4197081.858207956
55,1646614.7392330244
57,26723389.144515462
58,1533016.7893719794
59,9755912.649663195
60,958002.9999420508
61,370368.83532563085
62,18723535.565681808
64,13968571.071237896
66,2560928.4002024014
67,807715.8445287705
68,2357712.9995285654
69,65485.47685104198
70,6888101.562399115
71,2236325.6225548075
72,4689493.157023508
73,531406.9117046687
74,143832.074619022
75,1473162.5241061514
76,11692314.454340162
77,1582353.7961982652
78,2444786.2885670047
79,668035.3594602962
80,1140631.8703058232
81,3223839.731108002
82,2429604.308910354
83,4619070.153303884
84,3857870.6059318213
85,906379.1658698618
86,23255767.500960134
87,1733887.3089687666
88,1611071.3101460882
89,2495035.5889174473
90,3716438.1515863747
91,2053372.9158898315
92,3398378.6301158434
93,14899752.046956763
94,3480024.6164030964
95,9008227.976904582
96,3213324.6303931624
97,1020646.7872358363
98,2635127.484944446
99,1692028.2494248212
100,105721.75510313855
101,1569724.3943705806
102,1094177.855953418
103,906817.185609554
104,5864074.95719427
105,1267415.6461162441
106,273640.49540853186
107,621877.0815041707
108,3897891.116168488
109,2968624.2579821413
110,4234664.541491301
111,216089.83921173005
112,4161305.5595303765
113,9172532.167512588
114,2880705.463256497
115,1383219.0698573797
116,2440672.295895935
117,2772271.2884931425
118,361697.0234265583
119,26047989.78196054
120,3343935.1775425407
121,1098851.6455320772
122,877615.8494380019
123,428756.9454062488
125,387429.2256107677
126,6895567.516832886
127,3771905.2030357
128,7001887.452858978
129,681728.8509317248
130,3390610.852703435
131,1125381.4157881609
132,3124763.781135215
133,329308.7855435097
134,579436.1320674511
136,3579524.2288434664
137,5526681.367011188
138,310966.54523363797
139,2192536.0259160255
141,5728309.1277690185
142,5168028.852747921
143,1855787.7534386292
144,590533.1083702443
145,14799038.225937892
146,6548390.825510399
148,504464.5476904906
149,1763464.9972211705
150,2282406.684950924
151,761543.1325059618
152,5005500.469709793
153,247575.05401034473
154,15809326.614822108
156,2646548.709118906
157,728249.4674988376
159,713462.9495532986
160,1184078.2254365862
161,961206.2013995595
162,2594146.7033603988
164,7511214.739815281
165,740127.7328572175
166,587756.4541825014
167,1723544.2309200703
168,692413.4569613113
169,2649459.772741371
170,1682549.4631540421
171,530639.0692253413
172,3276816.78130767
173,3581648.0423881086
174,299810.6305607464
175,689324.1440199851
176,566061.6177059417
177,1033946.5604323258
178,6840270.697615466
179,2589394.2418673155
180,7641660.714328468
181,2774923.7840440474
182,6505856.216086275
183,6461875.115645127
184,1889090.357539366
185,2936381.786833516
186,496636.90165742557
187,1227932.9928070065
188,1444824.4484862145
189,2989459.0533280717
190,18305364.738683753
192,1269289.4203063764
193,823715.6210862179
194,2323569.5258831
195,3722484.388038239
196,3493791.244809526
197,1266193.166367671
198,13044142.803389294
199,1211595.1360945553
200,8709272.166537762
201,1364837.9507030756
202,1117344.8739305153
203,596676.4358307014
204,4762543.266786144
205,3020190.969841381
206,3782095.4367720904
207,4223724.841025177
208,3399019.1003364665
209,2775228.2768213004
210,3099186.317380043
211,554147.6028472758
212,566395.6184690888
213,5731143.647267616
214,237205.3098113386
215,493753.49396198656
216,5237627.130859055
217,1713629.313486987
218,1601385.784681029
219,4460109.816074065
221,3475675.578226623
222,1833251.6033067373
223,2373972.090947273
224,1463787.0892465618
225,3199662.189441775
226,3656401.6614435147
227,1018985.2490216615
228,1166477.943202857
229,5584049.537877338
230,957604.1652324153
231,1789424.350289709
232,1250507.608461406
233,615297.3100310259
234,1104242.248506199
235,677156.1124580539
236,1688308.6231902419
237,1499692.2721400852
238,2694714.443840109
239,15494631.191496901
240,889992.4257902438
241,2976764.4009348485
243,6838592.315255388
245,1124465.4514792939
246,8312658.927342907
247,10122056.444092052
248,1998065.1997272992
249,2995250.7525611003
250,3303872.733647373
251,292221.84167019866
252,1625365.3648198186
253,4973662.617335877
254,1002698.1120975183
255,658876.1948334627
256,3772813.4528704677
257,2076691.5692001763
258,609548.5954638778
259,14535499.752153402
260,798545.9632517088
262,2404562.7849802547
264,6541837.852627508
265,138608.3615420112
266,1369037.3303994313
267,1627882.9217311167
268,1065811.115019436
269,881615.223274457
270,10166043.185183145
271,10078191.518718064
272,1552434.1111445653
273,716854.2165611859
274,350822.0850627602
275,4970743.096640134
276,1282499.1347818866
277,269608.67368730996
278,1888265.143871163
279,341103.8166090693
280,3810759.20277222
281,3156302.584799379
282,3710120.8672434753
283,3927964.063482607
284,9506636.220653074
285,2094805.0485910955
286,8307098.599662146
287,649913.6071693042
288,2767072.207319529
289,1104317.579031534
290,3554036.0280204965
291,1068752.38103962
293,5720550.549808297
294,3217321.0681081046
295,8662548.796024593
296,2686481.117872343
298,15051124.75099633
299,2360523.8566024895
300,10768359.55870895
301,3489130.815835461
302,4505604.599523907
303,4954036.566822989
304,9702316.691182619
305,1966313.6888587163
306,2171914.0633417685
307,1616120.0660665534
308,3580759.109704467
309,1016361.1030588512
310,549049.3478690973
311,5306998.097492397
312,1498490.4460188185
313,942204.833542793
314,5366491.159268364
315,4508071.72768588
316,2892989.942831494
317,6073272.534784763
318,1958483.0502829826
319,558341.5899564408
320,15541066.638814993
321,875171.5274278009
322,627855.7986569023
323,7948449.385241945
324,1372290.3748402046
325,8094593.990361859
326,167198.52839090058
328,1650077.6331184942
329,1711404.1495704362
330,944720.2815074996
331,1744629.3656643613
332,2152941.9324551905
333,2723640.1096825013
334,1965904.5663358425
335,9219235.510288324
336,7516192.042341905
338,3101131.4779195744
339,2885518.0301739555
340,372832.0880749385
341,1230766.529631915
342,364177.3857276479
343,177618.83988128696
344,147552.55835417178
345,2036601.7718532998
347,713300.7882917759
348,2669453.7048026454
350,2788138.676954981
351,14357449.417108573
352,1487989.158775658
353,1148619.8838724643
354,13038759.670407977
355,1951988.9553108474
356,5293093.867181517
357,4236409.881852359
358,12235155.158675628
359,1022394.0528681742
360,1049593.964904416
362,1650384.8116668724
363,991016.2507815647
364,1524835.5301809558
365,1678796.8754208665
366,1081054.6684978558
367,733906.735010892
368,865608.5059890498
369,980008.3852967344
370,2080425.211050796
371,3621174.704502361
372,5310850.238866639
373,646011.421844382
374,708604.1754170769
375,1337143.3995101114
377,1733850.7530392972
378,186146.2317495418
379,717932.9105218027
380,319163.8935960182
381,1954311.2076492114
382,4689533.212808732
383,3409290.0490978905
384,4008519.7453290233
385,3419980.8946236456
386,1738251.5950427824
387,1536504.5967793837
388,2281039.2557871426
389,7357451.563855922
390,6385999.108108859
391,4139924.6784721063
392,852828.7304506613
393,1135744.6244391697
394,1141916.223533064
395,1035341.3961204218
